"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C",158.683402476396,-0.871908422467295,0.191387704177842,21.2360243038284,2.44712364659701e-05,7.76001000939235e-05
"YAL002W",73.4242134343831,-1.21431587931441,0.23930724042866,40.5958443392866,1.53011618021596e-09,9.11862340258518e-09
"YAL003W",327.144063726154,-0.875912140029493,0.195091203649778,34.5718120942689,3.11047266456384e-08,1.56750749373732e-07
"YAL005C",3075.98944512122,1.23310592124647,0.156269329329102,76.1227791552657,2.95221874105368e-17,4.02488104928804e-16
"YAL007C",67.4411033095436,0.974382717582156,0.27326953003965,53.4132034229939,2.52040449978964e-12,2.10299625482336e-11
"YAL008W",60.6515676524334,-0.675530311880849,0.255877499740252,8.53448668949962,0.0140203792829452,0.0243883210972723
"YAL009W",28.2025574985657,-1.39318603630261,0.378237384743497,15.4747034183323,0.000436225298165917,0.00107654760689749
"YAL010C",20.0354862427357,-0.505804686106556,0.444935273410764,6.28980751686765,0.0430710690745104,0.0659331363434814
"YAL011W",57.4146029064301,1.28617518854126,0.46394072479604,11.599725054617,0.00302797098008506,0.00622110401362931
"YAL012W",95.4036791777458,2.89834306999355,0.276834174633334,128.045098031381,1.56805122146119e-28,5.48444581982497e-27
"YAL013W",41.9026466304291,0.923375890718053,0.338383968397677,7.5705792724866,0.0227022864194488,0.0371998424430232
"YAL014C",22.8875891279631,-0.187491016321122,0.424195787538589,1.16029514102947,0.559815748171418,0.609614035629216
"YAL015C",24.9113463086545,0.442714795449633,0.413388975014623,1.67379847874766,0.433051231955926,0.488877817285883
"YAL016W",278.818080845305,-0.656631134285161,0.212429818519568,10.2601148856873,0.00591622061938473,0.0112213403355406
"YAL017W",391.659469891408,-0.971184748813441,0.181499721323016,36.8902395667978,9.75857175898733e-09,5.24623674801551e-08
"YAL018C",1.87433931933642,3.40059552922405,1.53924229702379,5.38126962715025,0.0678378613046737,0.0986001500000467
"YAL019W",110.531269147898,-0.721432712900219,0.235859923935305,13.1598148842855,0.00138797775713783,0.00307996876923788
"YAL020C",17.0301473413613,-1.74250927020855,0.5903302123212,10.2094492316804,0.0060680097188542,0.0114795959781028
"YAL021C",87.4695737361612,-1.85569537147204,0.365511442287189,25.8292044001915,2.46183832603028e-06,9.23739591555169e-06
"YAL022C",36.9373207672029,-1.00567314867981,0.382846903929315,7.12022941671957,0.0284355627303394,0.0454291228999575
"YAL023C",171.239875136027,0.234522418964721,0.227742351730558,17.5961472733673,0.000151023721617419,0.000411221217898033
