"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YBL054W",29.2116451809789,-0.678976713711487,0.341921300730772,0.0216656792393144,0.0531999712537449
"YBL055C",41.4147885826067,-0.704438981972606,0.312450333390484,0.0108876766670434,0.0307281402956519
"YBL056W",176.571668252657,-0.38536937142971,0.22669620946672,0.0705332891100191,0.138659620880051
"YBL057C",41.3002760004338,-0.272427367540575,0.273452884258714,0.275550687273565,0.403472673416265
"YBL058W",210.734086713099,0.928341895128555,0.182273523343318,1.03667239917468e-07,1.15587988947826e-06
"YBL059C-A",152.458347756988,0.508126330604811,0.233967873288156,0.020236860245614,0.0501949306894166
"YBL059W",47.8021769744235,0.302105795705399,0.281411071162046,0.237350790418641,0.360706515961543
"YBL060W",52.657553178894,0.480760895139643,0.265608493872625,0.048490487993071,0.102162103781744
"YBL061C",64.886038804267,-0.198761973051001,0.238304183482411,0.37213194024333,0.504047010850976
"YBL063W",73.6429432847827,0.328545484863915,0.257954418489644,0.167551500859093,0.275200177917252
"YBL064C",1442.81055046316,0.987044833863667,0.129172664319369,5.51143225841997e-15,2.03680351889785e-13
"YBL066C",208.015562387842,0.297908520445636,0.201307884242303,0.120434812303663,0.212766030221284
"YBL067C",171.034717647239,-0.0331569063819995,0.178466776488151,0.847085216718424,0.900737012927517
"YBL068W",34.5719566023818,-0.779578466088872,0.33257124674022,0.00712395403188767,0.0214778624378512
"YBL069W",15.8741752232594,-0.122749005223925,0.377316355716425,0.697532561100081,0.791102360359791
"YBL071C",19.9872020419801,-0.0802581333238604,0.366981633796494,0.795956403868691,0.864404122145993
"YBL071W-A",12.5438915191723,-0.555081521019254,0.470030702266445,0.119262609112972,0.211207682684696
"YBL072C",783.037166468122,-0.748689231904461,0.186680347346179,2.76899867105469e-05,0.000181794817777848
"YBL074C",23.622972682986,-0.0343421342879736,0.337013029106662,0.906737026001798,0.937545009128394
"YBL075C",239.782581328588,0.707848041197425,0.164864839943665,8.87178801210502e-06,6.65780668698967e-05
"YBL076C",381.394244567331,-0.64548494825093,0.256575196331771,0.00632845980125455,0.0194284377179581
"YBL078C",185.164196630368,0.946551080738518,0.25375391777793,5.05340735136637e-05,0.000307389457522037
"YBL079W",178.577387133162,-0.202001134829413,0.201367539849294,0.292620097542902,0.422361997829057
"YBL080C",33.4682413976596,0.0445619175147031,0.28844314471558,0.864383680024076,0.911856837387524
"YBL081W",32.5809031048936,-0.452576391115235,0.324126302846022,0.112032065896604,0.201782734459366
"YBL082C",47.7132325416278,-0.663959321480178,0.339189631584146,0.0239362526050553,0.0575018071575246
"YBL084C",102.876886606699,0.123962741231306,0.273475855576817,0.619968242867288,0.726552332486675
"YBL085W",125.939166379147,0.03205106562594,0.208093067500229,0.871242807930573,0.916145801610602
"YBL086C",146.315229302472,1.44330680266101,0.269342104926606,4.19699370497288e-09,6.02971516147204e-08
"YBL087C",163.225090940855,-0.27088369105436,0.218626387056559,0.189646375783057,0.301341834532516
"YBL088C",193.569423276497,-0.312099326173163,0.186958065621178,0.0818367169545758,0.156026135244999
"YBL089W",51.4107321242929,-0.145245268463506,0.268738884494006,0.555590795969945,0.671600805825837
"YBL090W",106.185716294833,-0.0640100470661585,0.198342007811933,0.735365721375574,0.820704459411751
"YBL091C",440.128704058508,0.699652775450758,0.168097772346821,1.61305912686717e-05,0.000114196812403271
"YBL091C-A",37.1785903902145,0.383788923980659,0.316470247484802,0.170313916658282,0.278466408940517
"YBL092W",640.605402437022,-0.234286908465572,0.177442546697938,0.170602959073545,0.27884923157612
"YBL093C",64.9876795150624,-0.0900187119614836,0.250035195886598,0.698107153735223,0.79129584015204
"YBL095W",98.4426946971668,-1.0446788572281,0.287065659976566,5.24075488191565e-05,0.00031747088336223
"YBL097W",47.5719394361867,0.145700911261503,0.28843409447354,0.576481703637537,0.690040026598934
"YBL098W",58.3390537177449,-0.420704455656882,0.242623558010388,0.0625808379388197,0.125632047737788
"YBL099W",2777.27869743823,0.351488215280501,0.154858839632614,0.0195297706773231,0.048846147684385
"YBL100W-C",7.33570045063705,6.27181541322916,1.48866658882848,3.67719466608575e-08,4.53932686090753e-07
"YBL101C",218.445683900143,0.287840393602251,0.185343618148281,0.105762477907537,0.192820453051408
"YBL102W",53.0958655671949,0.477147016957804,0.257777267353453,0.0447073469813047,0.0956665589447001
"YBL103C",79.4741196866886,0.540818126957276,0.230797917564987,0.0123719310815886,0.0340445093498545
"YBL104C",81.6982043289416,-0.0558336293774788,0.232218282688362,0.797714925242276,0.865627497825229
"YBL105C",174.457064114103,0.0583830738231392,0.183740993318276,0.740974670386059,0.825516994834596
"YBL106C",72.2997012136008,0.857415248881749,0.249001378622063,0.000193521731937513,0.00100899174522167
"YBL107C",70.4182924247314,0.0355185568327596,0.278289305630644,0.888596054950609,0.92845812725489
"YBL108C-A",3.84701035127846,0.566176986405169,0.596439938652527,0.135624685537821,0.233498579613312
"YBL111C",16.5451410347639,-0.358659820582559,0.73327391988915,0.277602396083088,0.405971050120514
"YBL113C",14.3160450178561,0.923465782329779,0.558402446239764,0.0178856208873988,0.0453586138689491
"YBR001C",187.095600940901,0.284586787133407,0.23873279332516,0.201853598539987,0.317561377515653
"YBR002C",57.7186087252361,-0.832156050204728,0.298551082506883,0.00181679563829627,0.00682140010902804
"YBR003W",113.554248342686,-0.53377438702712,0.232451009152784,0.0141512755259084,0.0378656170265199
"YBR004C",59.243235077972,-0.220071630157793,0.266553003428166,0.36852213838848,0.500563126484214
"YBR005W",26.0242952557855,0.619751746304682,0.342608341691027,0.0364014826539285,0.0808983026000317
"YBR006W",220.685710451177,-0.446015015465376,0.217217832241764,0.0297084297556666,0.0683503262507035
"YBR007C",117.320984624728,0.749363135181469,0.272164061292684,0.00251190801871998,0.0090663215712522
"YBR008C",105.543687028221,-0.80469069625735,0.287058987174572,0.00187073182703475,0.00696806364232879
"YBR009C",587.521358838078,0.654032368552322,0.183853371504246,0.000207001768602528,0.00107450741370005
"YBR010W",729.657082054691,0.544143813442033,0.165944247020071,0.000695871542066555,0.00302660339095712
"YBR011C",662.120886621806,-0.394212951202881,0.211793273511709,0.0494774062369661,0.103861258605038
"YBR013C",13.6686658375104,-0.696973788559156,0.449429463904396,0.0467220092692008,0.0989684666423301
"YBR014C",61.1089435098548,-0.0890350756786453,0.250266845154039,0.701469302999375,0.792660312389294
"YBR015C",146.370065411526,-0.224838252675145,0.220779713457446,0.280532854684969,0.409644894167215
"YBR016W",61.6694345085644,1.16014409319804,0.292155256080579,9.43409979928226e-06,7.02595315850223e-05
"YBR017C",87.9051852730434,-0.458989991660392,0.279470778909308,0.0707760347958063,0.138811742476688
"YBR018C",7.10998237334605,0.32053311231132,0.5210177150726,0.378611046493386,0.510458457757323
"YBR019C",8.13881475926187,0.0121930508401316,0.474246752038681,0.972417608876073,0.982111699854899
"YBR020W",0.906139781322246,-0.166424892265012,0.878888791142829,0.369503398312611,0.50131654779148
"YBR021W",53.3900636270956,-0.851173025682041,0.300515939903064,0.00150306921509925,0.00584902960789615
"YBR022W",42.3329734344278,-0.940647437771164,0.294893959598837,0.00036729016835643,0.00175605942169437
"YBR023C",122.713920655609,-0.757412224659593,0.289574014373829,0.00366354658217861,0.0123434631404137
"YBR024W",171.388893201239,0.953139497882279,0.210704978850531,1.63437613357312e-06,1.4227546905001e-05
"YBR025C",544.826429665334,-0.443624720307384,0.185738789384838,0.0127810836112966,0.034963522951573
"YBR026C",128.726716808758,-0.732162051320958,0.214844456999411,0.000303742012756638,0.00147992377028027
"YBR027C",4.7631223041505,0.252331777785944,0.523112731657077,0.486881297943714,0.613403624939379
